2016/04/18 00:22,24.60
2016/04/18 00:32,24.90
2016/04/18 00:42,25.45
2016/04/18 00:52,25.00
2016/04/29 20:32,25.25
2016/04/29 20:42,25.25
2016/05/02 11:12,22.09
2016/05/02 11:22,22.34
2016/05/02 11:32,22.24
2016/05/02 11:42,22.19
2016/05/02 11:52,22.64
2016/05/02 12:02,22.44
2016/05/02 12:12,22.64
2016/05/02 12:22,22.59
2016/05/02 12:32,22.89
2016/05/02 12:42,22.94
2016/05/02 12:52,22.69
2016/05/02 13:02,23.04
2016/05/02 13:12,23.14
2016/05/02 13:22,22.94
2016/05/02 13:32,23.04
2016/05/02 13:42,22.94
2016/05/02 13:52,23.14
2016/05/02 14:02,23.39
2016/05/02 14:12,23.19
2016/05/02 14:22,23.24
2016/05/02 14:32,23.24
2016/05/02 14:42,23.29
2016/05/02 14:52,22.99
2016/05/02 15:02,23.39
2016/05/02 15:12,23.29
2016/05/02 15:22,23.24
2016/05/02 15:32,23.39
2016/05/02 15:42,23.34
2016/05/02 15:52,23.29
2016/05/02 16:02,23.34
2016/05/02 16:12,23.29
2016/05/02 16:22,23.59
2016/05/02 16:32,23.39
2016/05/02 16:42,23.79
2016/05/02 16:52,23.64
2016/05/02 17:02,23.54
2016/05/02 17:12,23.39
2016/05/02 17:22,23.44
2016/05/02 17:32,23.64
2016/05/02 17:42,23.39
2016/05/02 17:52,23.54
2016/05/02 18:02,23.34
2016/05/02 18:12,23.39
2016/05/02 18:22,23.49
2016/05/02 18:32,23.54
2016/05/02 18:42,23.39
2016/05/02 18:52,23.59
2016/05/02 19:02,23.24
2016/05/02 19:12,23.44
2016/05/02 19:22,23.49
2016/05/02 19:32,23.39
2016/05/02 19:42,23.54
2016/05/02 19:52,23.59
2016/05/02 20:02,23.54
2016/05/02 20:12,23.99
2016/05/02 20:22,23.44
2016/05/02 20:32,23.49
2016/05/02 20:42,23.29
2016/05/02 20:52,23.59
2016/05/04 13:02,27.96
2016/05/04 14:42,16.97
